minimum_nights,number_of_reviews,availability_365,price
0.0016012810248198558,0.0,0.0,90
0.0008006405124099279,0.006359300476947536,0.35342465753424657,235
0.0,0.0,0.6301369863013698,100
0.0,0.0,0.0410958904109589,239
0.0,0.0,0.08767123287671233,65
0.0016012810248198558,0.030206677265500796,0.6246575342465753,115
0.0,0.04769475357710652,0.7726027397260274,60
0.004803843074459567,0.001589825119236884,0.473972602739726,60
0.010408326661329063,0.0,0.0,45
0.0,0.003179650238473768,0.0,300
0.0032025620496397116,0.014308426073131956,0.0,35
0.0024019215372297837,0.007949125596184421,0.2684931506849315,69
0.023218574859887906,0.007949125596184421,0.8246575342465754,198
0.0032025620496397116,0.004769475357710652,0.0,100
0.0008006405124099279,0.07472178060413355,0.6821917808219178,60
0.0,0.0,0.4904109589041096,225
0.0008006405124099279,0.030206677265500796,0.8986301369863013,325
0.0008006405124099279,0.014308426073131956,0.7835616438356164,350
0.0,0.0,0.0,45
0.0040032025620496394,0.003179650238473768,0.9342465753424658,200
0.0024019215372297837,0.07154213036565978,0.5205479452054794,100
0.0008006405124099279,0.10174880763116058,0.5315068493150685,125
0.0008006405124099279,0.007949125596184421,1.0,68
0.0032025620496397116,0.07472178060413355,0.2493150684931507,115
0.0016012810248198558,0.003179650238473768,0.09863013698630137,55
0.011208967173738989,0.001589825119236884,0.0,65
0.0032025620496397116,0.004769475357710652,0.024657534246575342,300
0.0016012810248198558,0.08267090620031797,0.008219178082191782,100
0.0016012810248198558,0.15580286168521465,0.7616438356164383,98
0.0,0.004769475357710652,0.0,100
0.0008006405124099279,0.0,0.0136986301369863,165
0.004803843074459567,0.006359300476947536,0.2602739726027397,55
0.0,0.0,0.9945205479452055,149
0.0008006405124099279,0.009538950715421305,0.0,102
0.0,0.08267090620031797,0.9726027397260274,85
0.0,0.02384737678855326,0.4904109589041096,89
0.0008006405124099279,0.041335453100158986,0.20273972602739726,45
0.0024019215372297837,0.004769475357710652,0.0,299
0.023218574859887906,0.001589825119236884,0.0,130
0.010408326661329063,0.1399046104928458,0.4821917808219178,93
0.0008006405124099279,0.006359300476947536,0.0,210
0.0016012810248198558,0.0,0.0,200
0.0,0.05405405405405406,0.2547945205479452,70
0.0,0.02702702702702703,0.17534246575342466,90
0.0,0.0397456279809221,0.904109589041096,140
0.0,0.003179650238473768,0.0,60
0.0008006405124099279,0.06518282988871224,0.936986301369863,125
0.0,0.022257551669316377,0.3315068493150685,49
0.0,0.001589825119236884,0.0,125
0.0032025620496397116,0.0,0.0,45
0.0,0.2957074721780604,0.5452054794520548,65
0.0032025620496397116,0.0,0.0,65
0.0,0.015898251192368842,0.0,50
0.0,0.0,0.0,49
0.0024019215372297837,0.006359300476947536,0.0,120
0.0,0.004769475357710652,1.0,125
0.0,0.003179650238473768,0.0,150
0.0016012810248198558,0.05087440381558029,0.3863013698630137,200
0.0016012810248198558,0.0,0.0,144
0.0024019215372297837,0.003179650238473768,0.0,135
0.0008006405124099279,0.12718600953895073,0.9589041095890412,90
0.023218574859887906,0.0,0.12328767123287672,120
0.0008006405124099279,0.02702702702702703,0.008219178082191782,160
0.023218574859887906,0.0,0.904109589041096,314
0.0008006405124099279,0.08426073131955486,0.021917808219178082,54
0.0016012810248198558,0.0,0.852054794520548,50
0.0008006405124099279,0.001589825119236884,0.7287671232876712,275
0.0,0.05246422893481718,0.052054794520547946,68
0.0,0.03656597774244833,0.9972602739726028,50
0.0008006405124099279,0.006359300476947536,0.0,125
0.0008006405124099279,0.030206677265500796,0.5424657534246575,75
0.0,0.0,0.904109589041096,100
0.0016012810248198558,0.028616852146263912,0.0,130
0.0,0.006359300476947536,0.0,100
0.0016012810248198558,0.001589825119236884,0.3424657534246575,270
0.004803843074459567,0.009538950715421305,0.0,48
0.0008006405124099279,0.19554848966613675,0.16164383561643836,130
0.0016012810248198558,0.0,0.0,200
0.0,0.003179650238473768,0.6821917808219178,43
0.0,0.0,0.2273972602739726,60
0.0024019215372297837,0.05405405405405406,0.9315068493150686,130
0.0008006405124099279,0.017488076311605726,0.0,275
0.0,0.03497615262321145,0.3561643835616438,79
0.0,0.03497615262321145,0.6465753424657534,48
0.0016012810248198558,0.06041335453100159,0.8273972602739726,450
0.0016012810248198558,0.006359300476947536,0.2958904109589041,639
0.0008006405124099279,0.014308426073131956,0.0,40
0.0,0.006359300476947536,0.19452054794520549,51
0.0016012810248198558,0.007949125596184421,0.7698630136986302,52
0.0,0.009538950715421305,0.8849315068493151,65
0.023218574859887906,0.0,0.8931506849315068,188
0.0,0.004769475357710652,0.0,120
0.0008006405124099279,0.055643879173290944,0.6438356164383562,58
0.010408326661329063,0.001589825119236884,0.0,60
0.0008006405124099279,0.04769475357710652,0.008219178082191782,115
0.0,0.0,0.1178082191780822,199
0.0032025620496397116,0.006359300476947536,0.0,290
0.023218574859887906,0.003179650238473768,1.0,275
0.0,0.006359300476947536,0.9342465753424658,60
0.0,0.001589825119236884,0.9589041095890412,60
0.0,0.0906200317965024,0.8082191780821918,50
0.0,0.007949125596184421,0.0,75
0.0,0.02384737678855326,0.043835616438356165,82
0.0,0.2289348171701113,0.36712328767123287,150
0.0016012810248198558,0.07631160572337044,0.0,99
0.0016012810248198558,0.006359300476947536,0.0,65
0.0016012810248198558,0.006359300476947536,0.18904109589041096,100
0.0024019215372297837,0.19236883942766297,0.09041095890410959,72
0.0008006405124099279,0.009538950715421305,0.07945205479452055,50
0.0032025620496397116,0.06677265500794913,0.1726027397260274,81
0.0008006405124099279,0.007949125596184421,0.0,120
0.0016012810248198558,0.0,0.0,95
0.0016012810248198558,0.02702702702702703,0.0,119
0.0024019215372297837,0.0,0.2136986301369863,220
0.0,0.11287758346581876,0.2493150684931507,122
0.023218574859887906,0.012718600953895072,0.9616438356164384,55
0.023218574859887906,0.0397456279809221,0.936986301369863,218
0.008807045636509206,0.006359300476947536,0.3232876712328767,150
0.0008006405124099279,0.08108108108108109,0.40273972602739727,212
0.0024019215372297837,0.24324324324324326,0.3424657534246575,69
0.0008006405124099279,0.028616852146263912,0.0,150
0.055244195356285025,0.004769475357710652,0.0,70
0.0016012810248198558,0.11605723370429254,0.12054794520547946,235
0.023218574859887906,0.001589825119236884,0.016438356164383564,78
0.0040032025620496394,0.007949125596184421,0.1095890410958904,150
0.0,0.03815580286168522,0.19726027397260273,89
0.0,0.0,0.0,200
0.0032025620496397116,0.13036565977742448,0.0,175
0.0,0.25437201907790147,0.873972602739726,80
0.0016012810248198558,0.03497615262321145,0.0,50
0.0016012810248198558,0.04769475357710652,0.43561643835616437,150
0.0008006405124099279,0.0,0.0,75
0.0008006405124099279,0.055643879173290944,0.016438356164383564,100
0.0,0.001589825119236884,0.9945205479452055,50
0.0008006405124099279,0.033386327503974564,0.7452054794520548,135
0.023218574859887906,0.004769475357710652,0.852054794520548,65
0.004803843074459567,0.001589825119236884,0.4904109589041096,50
0.0016012810248198558,0.001589825119236884,0.0136986301369863,390
0.0,0.015898251192368842,0.0,95
0.010408326661329063,0.0,0.08493150684931507,52
0.0008006405124099279,0.07313195548489666,0.052054794520547946,162
0.0032025620496397116,0.07313195548489666,0.4767123287671233,45
0.0,0.0,0.4904109589041096,79
0.006405124099279423,0.011128775834658189,0.0,60
0.0016012810248198558,0.26073131955484896,0.07397260273972603,76
0.0,0.44515103338632755,0.673972602739726,99
0.0008006405124099279,0.004769475357710652,0.0,45
0.0008006405124099279,0.020667726550079493,0.7890410958904109,144
0.023218574859887906,0.006359300476947536,0.7452054794520548,130
0.0,0.001589825119236884,0.0,89
0.0008006405124099279,0.012718600953895072,0.0,125
0.0,0.05405405405405406,0.2054794520547945,40
0.024019215372297835,0.001589825119236884,0.4246575342465753,120
0.0016012810248198558,0.001589825119236884,0.14246575342465753,160
0.0016012810248198558,0.015898251192368842,0.2410958904109589,85
0.027221777421937546,0.0,0.0,85
0.0,0.0,0.0,80
0.0,0.0906200317965024,0.1315068493150685,65
0.023218574859887906,0.009538950715421305,0.3698630136986301,220
0.0,0.017488076311605726,0.9506849315068493,75
0.0008006405124099279,0.007949125596184421,0.0,65
0.0032025620496397116,0.001589825119236884,0.0,350
0.023218574859887906,0.0,0.4,499
0.0008006405124099279,0.007949125596184421,0.0,142
0.0008006405124099279,0.003179650238473768,0.0,116
0.0008006405124099279,0.01907790143084261,0.052054794520547946,60
0.0,0.003179650238473768,0.0,85
0.0016012810248198558,0.0,0.0,150
0.0008006405124099279,0.001589825119236884,0.0,69
0.023218574859887906,0.0,0.0,70
0.0,0.0,0.0,100
0.024019215372297835,0.006359300476947536,0.8191780821917808,190
0.0008006405124099279,0.007949125596184421,0.0,99
0.0,0.022257551669316377,0.7452054794520548,50
0.004803843074459567,0.001589825119236884,0.0,100
0.0,0.1414944356120827,0.9753424657534246,84
0.0008006405124099279,0.003179650238473768,0.0,85
0.0016012810248198558,0.014308426073131956,0.0,100
0.0008006405124099279,0.020667726550079493,0.4383561643835616,150
0.007205764611689351,0.004769475357710652,0.0,80
0.0,0.04292527821939587,0.9945205479452055,50
0.0008006405124099279,0.007949125596184421,0.010958904109589041,65
0.0008006405124099279,0.006359300476947536,0.0,160
0.0008006405124099279,0.020667726550079493,0.0,149
0.0,0.08585055643879173,0.9342465753424658,125
0.0,0.003179650238473768,0.8246575342465754,890
0.004803843074459567,0.0,0.6958904109589041,69
0.0,0.0985691573926868,0.7068493150684931,79
0.0008006405124099279,0.0,0.008219178082191782,115
0.0016012810248198558,0.006359300476947536,0.0136986301369863,180
0.0,0.003179650238473768,0.0,70
0.0008006405124099279,0.033386327503974564,0.3424657534246575,57
0.0016012810248198558,0.0906200317965024,0.2547945205479452,199
0.0,0.007949125596184421,0.0,75
0.0016012810248198558,0.0,0.0,65
0.0016012810248198558,0.0,0.0,250
0.0008006405124099279,0.001589825119236884,0.0,102
0.010408326661329063,0.017488076311605726,0.9095890410958904,75
0.0016012810248198558,0.007949125596184421,0.8767123287671232,550
0.0008006405124099279,0.001589825119236884,0.9945205479452055,500
0.0,0.1494435612082671,0.5123287671232877,190
0.023218574859887906,0.006359300476947536,0.8246575342465754,110
0.0,0.001589825119236884,0.9287671232876712,100
0.0008006405124099279,0.06518282988871224,0.008219178082191782,52
0.0008006405124099279,0.1399046104928458,0.6109589041095891,250
0.0008006405124099279,0.06518282988871224,0.663013698630137,175
0.0,0.12400635930047696,1.0,150
0.0032025620496397116,0.0,0.0,99
0.0016012810248198558,0.0,0.0,125
0.0008006405124099279,0.001589825119236884,0.0,70
0.010408326661329063,0.0,0.0,49
0.0008006405124099279,0.007949125596184421,0.0,200
0.0,0.01907790143084261,0.0,49
0.0008006405124099279,0.007949125596184421,1.0,75
0.023218574859887906,0.001589825119236884,0.9616438356164384,239
0.0008006405124099279,0.0,0.0958904109589041,55
0.0,0.007949125596184421,0.0,55
0.0016012810248198558,0.1414944356120827,0.18082191780821918,55
0.0024019215372297837,0.009538950715421305,0.0,110
0.0,0.0,0.4849315068493151,2000
0.0016012810248198558,0.046104928457869634,0.0410958904109589,59
0.0008006405124099279,0.0492845786963434,0.46301369863013697,115
0.0016012810248198558,0.003179650238473768,0.0,160
0.009607686148919135,0.003179650238473768,0.0,37
0.0016012810248198558,0.020667726550079493,0.0,145
0.0,0.001589825119236884,0.0,80
0.016012810248198558,0.0,0.0,82
0.0,0.009538950715421305,0.0,50
0.0016012810248198558,0.006359300476947536,0.0,200
0.0008006405124099279,0.08426073131955486,0.0,160
0.0016012810248198558,0.0699523052464229,0.17534246575342466,169
0.0016012810248198558,0.0492845786963434,0.0,210
0.0008006405124099279,0.004769475357710652,0.4328767123287671,525
0.0024019215372297837,0.009538950715421305,0.016438356164383564,50
0.0016012810248198558,0.01907790143084261,0.0,120
0.0,0.001589825119236884,0.0,84
0.0016012810248198558,0.009538950715421305,0.0027397260273972603,113
0.0008006405124099279,0.009538950715421305,0.0,200
0.007205764611689351,0.007949125596184421,0.0,150
0.0016012810248198558,0.001589825119236884,0.019178082191780823,350
0.0008006405124099279,0.0,0.005479452054794521,800
0.0,0.0,0.4904109589041096,159
0.0008006405124099279,0.003179650238473768,0.0,75
0.0016012810248198558,0.001589825119236884,0.0136986301369863,140
0.0008006405124099279,0.004769475357710652,0.0,55
0.07125700560448359,0.0,0.473972602739726,80
0.0008006405124099279,0.022257551669316377,0.0,54
0.0016012810248198558,0.02384737678855326,0.0,350
0.0,0.007949125596184421,0.08493150684931507,70
0.004803843074459567,0.001589825119236884,0.8575342465753425,25
0.0008006405124099279,0.1812400635930048,0.8602739726027397,155
0.0,0.030206677265500796,0.10136986301369863,115
0.0,0.007949125596184421,0.0,90
0.0,0.055643879173290944,1.0,50
0.0008006405124099279,0.1891891891891892,0.0,220
0.0008006405124099279,0.006359300476947536,0.07945205479452055,190
0.0,0.1796502384737679,0.7890410958904109,49
0.0,0.006359300476947536,0.0,57
0.0024019215372297837,0.003179650238473768,0.0,49
0.0016012810248198558,0.015898251192368842,0.0,900
0.0016012810248198558,0.007949125596184421,0.9917808219178083,1500
0.0008006405124099279,0.08267090620031797,0.19726027397260273,150
0.0,0.10015898251192369,0.07945205479452055,69
0.0016012810248198558,0.012718600953895072,0.0,110
0.023218574859887906,0.006359300476947536,0.12876712328767123,115
0.0,0.0,0.0,750
0.0008006405124099279,0.011128775834658189,0.008219178082191782,95
0.0,0.11287758346581876,0.0958904109589041,80
0.0016012810248198558,0.02384737678855326,0.010958904109589041,198
0.004803843074459567,0.0397456279809221,0.9835616438356164,95
0.0016012810248198558,0.015898251192368842,0.0,136
0.0,0.0,0.0,180
0.0016012810248198558,0.0794912559618442,0.9643835616438357,130
0.0,0.009538950715421305,0.005479452054794521,195
0.0,0.001589825119236884,0.0,60
0.0,0.007949125596184421,0.9260273972602739,185
0.004803843074459567,0.02384737678855326,0.0,80
0.0,0.001589825119236884,0.0,80
0.0032025620496397116,0.0,0.0,175
0.004803843074459567,0.014308426073131956,0.9232876712328767,62
0.0008006405124099279,0.03497615262321145,0.12876712328767123,250
0.0,0.0,0.0,275
0.0008006405124099279,0.05882352941176471,0.0,94
0.0008006405124099279,0.009538950715421305,0.10684931506849316,136
0.0008006405124099279,0.006359300476947536,0.0,95
0.0008006405124099279,0.09697933227344993,0.11506849315068493,69
0.004803843074459567,0.0,0.0,42
0.0016012810248198558,0.004769475357710652,0.0,320
0.0008006405124099279,0.044515103338632754,0.0,62
0.0040032025620496394,0.0,0.0,90
0.0,0.0,0.0,190
0.0008006405124099279,0.004769475357710652,0.0,155
0.0,0.10651828298887123,0.021917808219178082,49
0.0,0.001589825119236884,0.0,60
0.0008006405124099279,0.022257551669316377,0.0,60
0.0016012810248198558,0.004769475357710652,0.0,120
0.023218574859887906,0.08267090620031797,0.8602739726027397,139
0.0008006405124099279,0.046104928457869634,0.1780821917808219,350
0.0,0.1812400635930048,0.4301369863013699,290
0.004803843074459567,0.003179650238473768,0.0,45
0.023218574859887906,0.004769475357710652,0.9287671232876712,125
0.027221777421937546,0.0,0.0,80
0.0040032025620496394,0.011128775834658189,0.010958904109589041,149
0.023218574859887906,0.0,0.23013698630136986,37
0.0008006405124099279,0.004769475357710652,0.7342465753424657,149
0.0008006405124099279,0.12877583465818762,0.016438356164383564,112
0.0016012810248198558,0.0,0.0,175
0.0016012810248198558,0.001589825119236884,0.7698630136986302,40
0.0032025620496397116,0.011128775834658189,0.0027397260273972603,221
0.0016012810248198558,0.0,0.9835616438356164,300
0.0008006405124099279,0.0,0.24657534246575344,75
0.0008006405124099279,0.006359300476947536,0.0,195
0.0008006405124099279,0.017488076311605726,0.016438356164383564,120
0.0,0.0,0.0,260
0.0008006405124099279,0.001589825119236884,0.0,150
0.024019215372297835,0.009538950715421305,0.8931506849315068,287
0.0016012810248198558,0.05087440381558029,0.2136986301369863,172
0.0024019215372297837,0.001589825119236884,0.0,47
0.0032025620496397116,0.08744038155802862,0.0,89
0.004803843074459567,0.004769475357710652,0.1178082191780822,160
0.023218574859887906,0.0,0.8356164383561644,48
0.0008006405124099279,0.004769475357710652,0.9972602739726028,205
0.0008006405124099279,0.001589825119236884,0.0,300
0.007205764611689351,0.0,0.0,115
0.0032025620496397116,0.001589825119236884,1.0,700
0.0016012810248198558,0.003179650238473768,0.0,130
0.0016012810248198558,0.011128775834658189,0.3589041095890411,42
0.0016012810248198558,0.08108108108108109,0.7561643835616438,80
0.007205764611689351,0.0,0.0,78
0.023218574859887906,0.001589825119236884,0.3041095890410959,100
0.004803843074459567,0.0,0.0,120
0.0008006405124099279,0.028616852146263912,0.0136986301369863,55
0.0008006405124099279,0.05882352941176471,0.6273972602739726,225
0.0032025620496397116,0.0,0.1178082191780822,100
0.023218574859887906,0.001589825119236884,0.5972602739726027,244
0.020016012810248198,0.09220985691573927,0.35342465753424657,75
0.0,0.2273449920508744,0.7726027397260274,99
0.0016012810248198558,0.001589825119236884,0.16164383561643836,70
0.0024019215372297837,0.017488076311605726,0.7095890410958904,200
0.0016012810248198558,0.17011128775834658,0.27123287671232876,150
0.0,0.07790143084260732,0.06575342465753425,89
0.0008006405124099279,0.01907790143084261,0.9945205479452055,225
0.0,0.006359300476947536,0.0,120
0.004803843074459567,0.01907790143084261,0.008219178082191782,150
0.0024019215372297837,0.020667726550079493,0.0,105
0.0,0.004769475357710652,0.0,250
0.0016012810248198558,0.10015898251192369,0.8849315068493151,275
0.0,0.0,0.0,100
0.0,0.0,0.0,100
0.0032025620496397116,0.07313195548489666,0.6246575342465753,200
0.0016012810248198558,0.0397456279809221,0.0,160
0.0008006405124099279,0.01907790143084261,0.008219178082191782,90
0.29143314651721375,0.006359300476947536,0.8356164383561644,120
0.0024019215372297837,0.03815580286168522,0.4301369863013699,200
0.0032025620496397116,0.02702702702702703,0.32602739726027397,45
0.023218574859887906,0.0,0.7397260273972602,999
0.0008006405124099279,0.0,0.7671232876712328,125
0.0016012810248198558,0.001589825119236884,0.0,60
0.0008006405124099279,0.02384737678855326,0.0547945205479452,120
0.0,0.0,0.18082191780821918,41
0.023218574859887906,0.0,0.9972602739726028,285
0.0024019215372297837,0.001589825119236884,1.0,30
0.0,0.0,0.0,125
0.010408326661329063,0.028616852146263912,0.3506849315068493,70
0.0016012810248198558,0.0,0.8054794520547945,300
0.0,0.02702702702702703,0.18356164383561643,85
0.0016012810248198558,0.0,0.030136986301369864,349
0.0008006405124099279,0.004769475357710652,0.9972602739726028,125
0.023218574859887906,0.0,0.8493150684931506,300
0.0016012810248198558,0.07790143084260732,0.5917808219178082,99
0.0008006405124099279,0.001589825119236884,0.024657534246575342,250
0.004803843074459567,0.004769475357710652,0.9534246575342465,75
0.023218574859887906,0.004769475357710652,0.5835616438356165,100
0.0008006405124099279,0.16375198728139906,0.2,75
0.005604483586869495,0.009538950715421305,0.0,95
0.0008006405124099279,0.011128775834658189,0.28493150684931506,65
0.0016012810248198558,0.12082670906200318,0.7698630136986302,110
0.0016012810248198558,0.01907790143084261,0.0,158
0.004803843074459567,0.055643879173290944,0.8931506849315068,99
0.0016012810248198558,0.10810810810810811,0.8191780821917808,110
0.0,0.10015898251192369,0.9753424657534246,120
0.0,0.0,0.9972602739726028,150
0.0,0.003179650238473768,0.0,175
0.0008006405124099279,0.3275039745627981,0.0,65
0.0008006405124099279,0.0,0.9780821917808219,100
0.006405124099279423,0.003179650238473768,0.03287671232876713,198
0.0032025620496397116,0.041335453100158986,0.8904109589041096,59
0.0,0.004769475357710652,0.0,90
0.0,0.01907790143084261,0.7863013698630137,100
0.0,0.29093799682034976,0.0027397260273972603,100
0.0008006405124099279,0.020667726550079493,0.1780821917808219,50
0.0008006405124099279,0.05246422893481718,0.12876712328767123,48
0.0,0.001589825119236884,0.0,60
0.0,0.0,0.9863013698630138,159
0.023218574859887906,0.0,1.0,155
0.0008006405124099279,0.1796502384737679,0.9123287671232877,85
0.0,0.003179650238473768,0.0,75
0.0008006405124099279,0.001589825119236884,0.0,78
0.0032025620496397116,0.0,0.0,225
0.0016012810248198558,0.003179650238473768,0.005479452054794521,180
0.0,0.006359300476947536,0.0,50
0.023218574859887906,0.0,0.4273972602739726,481
0.0008006405124099279,0.3179650238473768,0.5534246575342466,70
0.0016012810248198558,0.001589825119236884,0.24657534246575344,180
0.015212169735788629,0.004769475357710652,0.0958904109589041,65
0.0,0.21303656597774245,0.4821917808219178,99
0.0,0.009538950715421305,0.0,75
0.0008006405124099279,0.009538950715421305,0.0027397260273972603,260
0.008807045636509206,0.04292527821939587,0.03561643835616438,114
0.0016012810248198558,0.001589825119236884,0.25753424657534246,60
0.0,0.001589825119236884,0.0,100
0.0,0.007949125596184421,0.9232876712328767,36
0.0040032025620496394,0.001589825119236884,0.0,230
0.0008006405124099279,0.001589825119236884,0.0,250
0.0008006405124099279,0.015898251192368842,0.0,175
0.015212169735788629,0.011128775834658189,0.936986301369863,59
0.0,0.001589825119236884,0.8191780821917808,100
0.0016012810248198558,0.003179650238473768,0.0,39
0.0008006405124099279,0.007949125596184421,0.0,55
0.023218574859887906,0.0,0.8684931506849315,136
0.0016012810248198558,0.003179650238473768,0.7726027397260274,90
0.0008006405124099279,0.06200317965023848,0.052054794520547946,200
0.0032025620496397116,0.007949125596184421,0.0,140
0.004803843074459567,0.001589825119236884,0.12328767123287672,125
0.0008006405124099279,0.012718600953895072,0.14246575342465753,50
0.023218574859887906,0.0,0.547945205479452,170
0.0,0.011128775834658189,0.6410958904109589,153
0.0016012810248198558,0.014308426073131956,0.1863013698630137,135
0.0,0.001589825119236884,0.3424657534246575,86
0.0,0.015898251192368842,0.0,95
0.0032025620496397116,0.001589825119236884,0.684931506849315,40
0.0024019215372297837,0.006359300476947536,0.1780821917808219,325
0.0,0.0492845786963434,0.25753424657534246,68
0.0,0.03656597774244833,0.038356164383561646,150
0.0,0.10810810810810811,0.8191780821917808,90
0.0,0.05087440381558029,0.0136986301369863,90
0.0024019215372297837,0.006359300476947536,0.0,239
0.0,0.006359300476947536,1.0,100
0.0,0.001589825119236884,0.0,75
0.0,0.031796502384737683,0.18356164383561643,115
0.0,0.06518282988871224,0.3972602739726027,30
0.0008006405124099279,0.001589825119236884,0.24383561643835616,69
0.004803843074459567,0.014308426073131956,0.39452054794520547,65
0.02241793434747798,0.0,0.936986301369863,165
0.0024019215372297837,0.02702702702702703,0.024657534246575342,107
0.0008006405124099279,0.001589825119236884,0.0,150
0.023218574859887906,0.0,0.9534246575342465,225
0.0,0.05405405405405406,0.3643835616438356,172
0.0008006405124099279,0.21780604133545312,0.8684931506849315,199
0.023218574859887906,0.0,0.0,154
0.0008006405124099279,0.0,0.9753424657534246,375
0.0032025620496397116,0.009538950715421305,0.0,117
0.0,0.0,0.0,123
0.004803843074459567,0.004769475357710652,0.0,50
0.004803843074459567,0.0,0.016438356164383564,285
0.0,0.0,0.0,100
0.0008006405124099279,0.001589825119236884,0.4575342465753425,25
0.0016012810248198558,0.046104928457869634,0.016438356164383564,299
0.0008006405124099279,0.009538950715421305,0.16712328767123288,175
0.0,0.011128775834658189,0.38082191780821917,33
0.010408326661329063,0.0,0.06301369863013699,1250
0.008006405124099277,0.04292527821939587,0.5808219178082192,47
0.0032025620496397116,0.0,0.0,100
0.0,0.0,0.0,39
0.0,0.04769475357710652,0.016438356164383564,43
0.0024019215372297837,0.003179650238473768,0.0,275
0.0008006405124099279,0.012718600953895072,0.0,300
0.0024019215372297837,0.0,0.0,150
0.0008006405124099279,0.022257551669316377,0.043835616438356165,88
0.021617293835068052,0.07790143084260732,0.8575342465753425,75
0.0,0.012718600953895072,0.20273972602739726,44
0.0008006405124099279,0.0,0.9972602739726028,125
0.0,0.012718600953895072,0.936986301369863,70
0.0,0.02384737678855326,0.0,34
0.0016012810248198558,0.37201907790143085,0.8438356164383561,80
0.0,0.009538950715421305,0.0,57
0.0,0.003179650238473768,0.3643835616438356,305
0.0016012810248198558,0.015898251192368842,0.0,150
0.0016012810248198558,0.011128775834658189,0.0,200
0.0016012810248198558,0.0,0.3835616438356164,299
0.0,0.0,0.0,65
0.0024019215372297837,0.04769475357710652,0.0,200
0.0008006405124099279,0.0,0.0,75
0.0008006405124099279,0.0,0.0,50
0.0032025620496397116,0.01907790143084261,0.18356164383561643,40
0.0,0.0397456279809221,0.8684931506849315,73
0.0,0.001589825119236884,0.043835616438356165,200
0.0,0.26232114467408585,1.0,48
0.023218574859887906,0.0,0.947945205479452,225
0.0008006405124099279,0.5548489666136726,0.03561643835616438,80
0.0016012810248198558,0.044515103338632754,0.0,60
0.0,0.025437201907790145,0.9616438356164384,121
0.0016012810248198558,0.397456279809221,0.3041095890410959,135
0.03522818254603683,0.004769475357710652,0.057534246575342465,73
0.0008006405124099279,0.07472178060413355,0.0,70
0.0008006405124099279,0.12241653418124007,0.7232876712328767,49
